84401,11737,0.212223
59089,8863,0.237058
46661,7021,0.281176
40821,6131,0.303909
36015,5389,0.356404
30677,4893,0.367679
27796,4532,0.430634
25308,4231,0.417936
22874,3916,0.430903
21027,3576,0.462539
19068,3284,0.448531
16435,2979,0.495812
14048,2688,0.504704
12695,2511,0.588406
11424,2322,0.575421
10425,2173,0.602597
9705,2048,0.604620
9065,1941,0.547038
8484,1847,0.561970
7937,1752,0.594786
7506,1666,0.764324
7045,1564,0.782244
6688,1490,0.787515
6389,1421,0.798409
6062,1356,0.960928
5796,1290,0.989545
5534,1240,1.016198
5287,1173,1.068484
5076,1112,1.062671
4822,1045,1.052748
4607,1004,1.082133
4391,955,1.065122
4219,923,1.078018
4084,883,1.086169
3922,851,1.154799
3818,826,1.143300
3751,808,1.151808
3674,790,1.122219
3601,778,1.122088
3522,750,1.195726
3453,723,1.186880
3394,708,1.195511
3308,682,1.194062
3260,656,1.243075
3212,640,1.261050
3177,628,1.256323
3137,609,1.254137
3094,593,1.258263
3073,586,1.274633
3050,583,1.264279
3038,567,1.271455
3012,551,1.276552
2996,542,1.265271
2983,536,1.287614
2967,530,1.306706
2956,523,1.304621
2950,512,1.278063
2942,504,1.299788
2936,491,1.295628
2930,477,1.287615
2921,470,1.278593
2917,463,1.289382
2910,442,1.281274
2904,427,1.307473
2898,418,1.298652
2894,404,1.294230
2892,400,1.300594
2890,394,1.289596
2886,390,1.305547
2882,381,1.299381
2879,371,1.309813
2877,365,1.349457
2873,348,1.382651
2872,328,1.397539
2869,320,1.393913
2865,309,1.364887
2863,306,1.366645
2861,298,1.373738
2857,280,1.386639
2856,268,1.386830
2855,238,1.387952
2855,206,1.393972
2854,173,1.391527
2853,140,1.389199
2853,108,1.394263
2853,76,1.388425
2853,44,1.397987
2852,12,1.400413
2852,1,1.444451
2852,0,1.404259
2852,0,1.407257
2852,0,1.412691
2852,0,1.400531
2852,0,1.403993
2852,0,1.402341
2852,0,1.398879
2852,0,1.400344
2852,0,1.400895
2852,0,1.401569
2852,0,1.404444
2852,0,1.399644
2852,0,1.411969
2852,0,1.410384
2852,0,1.402694
2852,0,1.410345
2852,0,1.400662
2852,0,1.403097
2852,0,1.400852
2852,0,1.402208
2852,0,1.412261
2852,0,1.420395
2852,0,1.401007
2852,0,1.402670
2852,0,1.400378
2852,0,1.402395
2852,0,1.400230
2852,0,1.400751
2852,0,1.405621
2852,0,1.405984
2852,0,1.404919
2852,0,1.397543
2852,0,1.401994
2852,0,1.410099
2852,0,1.400211
2852,0,1.413093
2852,0,1.402056
2852,0,1.399202
2852,0,1.402603
