85283,18805,0.217992
48301,11936,0.246583
34582,9678,0.269856
27778,8346,0.289452
22897,7240,0.333635
19184,6398,0.355555
17011,5839,0.386687
15440,5426,0.412438
13537,4991,0.432491
11984,4573,0.560050
11072,4248,0.443419
10315,4019,0.542722
9590,3836,0.517405
9051,3657,0.617696
8640,3508,0.607574
8089,3353,0.506512
7688,3222,0.615296
7316,3100,0.866089
7119,3039,0.783362
6888,2948,0.687006
6693,2881,0.986470
6564,2823,0.889440
6413,2784,0.649281
6217,2698,1.291619
6091,2659,1.132396
5976,2597,0.885325
5882,2550,0.786298
5795,2502,0.899518
5682,2464,0.773514
5636,2447,1.333881
5543,2399,1.240166
5492,2368,1.128208
5401,2330,1.029472
5368,2313,1.025745
5318,2284,1.115177
5244,2254,1.205405
5193,2220,1.116900
5132,2181,1.063659
5084,2147,0.974118
5058,2124,0.945510
5005,2096,1.420329
4975,2083,1.352323
4950,2059,1.670300
4908,2045,1.704111
4874,2019,1.665227
4842,1994,1.622545
4813,1981,1.643686
4779,1959,2.216274
4757,1939,2.065132
4727,1922,1.992476
4700,1906,1.984866
4672,1885,1.973219
4641,1877,1.934223
4617,1856,1.921741
4604,1844,1.900103
4572,1828,1.906516
4476,1792,1.894689
4449,1775,1.917354
4401,1746,1.867745
4374,1732,1.882870
4362,1695,1.851850
4343,1652,1.909149
4326,1616,1.915606
4314,1581,1.912248
4298,1542,1.915598
4291,1509,1.920100
4287,1484,1.913699
4282,1450,1.908330
4267,1411,1.909355
4255,1379,1.906146
4249,1373,1.954999
4247,1352,2.220524
4241,1318,2.181580
4236,1286,2.212090
4231,1252,2.228504
4225,1219,2.110309
4219,1186,2.125234
4216,1159,2.131635
4210,1127,2.134003
4206,1093,2.130159
4201,1058,2.147016
4188,1018,2.131090
4179,981,2.135443
4172,964,2.259467
4164,933,2.270457
4160,900,2.276189
4147,874,2.288841
4133,852,2.275579
4128,844,2.278393
4111,824,2.283548
4100,794,2.293710
4095,773,2.363465
4089,766,2.495850
4083,764,2.473080
4075,752,2.334784
4070,729,2.319888
4064,716,2.448123
4051,698,2.574741
4038,677,2.355001
4025,637,2.332029
4015,615,2.344754
4008,600,2.341292
3985,572,2.363129
3955,553,2.369578
3945,521,2.385775
3939,483,2.371279
3936,448,2.412238
3932,412,2.576239
3926,374,2.555615
3922,338,2.561363
3919,303,2.591267
3914,266,2.691947
3910,230,2.585366
3907,195,2.557610
3906,162,2.578504
3903,127,2.570827
3901,93,2.577050
3894,66,2.579444
3894,47,2.584443
3892,29,2.594899
3890,12,2.600035
3890,0,2.630955
3890,0,2.698762
3890,0,2.658723
3890,0,2.631203
3890,0,2.621185
3890,0,2.603701
3890,0,2.601768
