48254,9674,0.220550
21656,5687,0.230726
16356,4592,0.233184
13250,3812,0.244628
10076,3058,0.271762
7602,2385,0.322485
6304,2035,0.300597
5673,1866,0.366652
5277,1746,0.411102
4954,1615,0.311045
4575,1438,0.321464
4350,1357,0.292968
4189,1312,0.309175
3985,1259,0.307593
3795,1200,0.323451
3632,1159,0.316166
3471,1119,0.332558
3360,1089,0.344274
3270,1052,0.336247
3201,1034,0.356155
3140,997,0.367971
3083,973,0.353606
3042,950,0.387472
2984,927,0.381102
2963,919,0.382649
2925,903,0.388234
2889,882,0.396968
2866,859,0.398485
2845,842,0.431215
2834,829,0.426305
2821,809,0.432709
2803,789,0.441181
2782,766,0.438124
2767,742,0.444048
2756,715,0.450646
2747,695,0.464580
2737,677,0.475250
2727,650,0.503116
2722,638,0.473987
2714,619,0.510195
2702,607,0.517893
2693,596,0.523089
2682,582,0.529278
2671,577,0.522770
2665,575,0.531616
2652,553,0.539685
2643,533,0.552646
2638,515,0.555493
2629,491,0.577102
2626,477,0.582636
2623,463,0.571976
2618,442,0.571032
2610,429,0.566223
2609,425,0.555584
2603,412,0.553094
2599,392,0.557943
2595,377,0.546335
2589,359,0.544736
2588,335,0.550602
2585,324,0.562948
2582,303,0.566526
2579,292,0.571262
2578,276,0.584883
2576,259,0.588937
2567,236,0.605054
2564,213,0.613292
2563,198,0.626037
2563,177,0.645818
2559,160,0.643842
2556,145,0.644501
2555,129,0.644536
2552,110,0.653881
2551,94,0.677322
2548,78,0.681346
2546,61,0.710813
2544,47,0.715693
2544,28,0.728670
2544,18,0.746773
2543,4,0.747694
2543,0,0.748914
2543,0,0.748280
2543,0,0.766446
2543,0,0.762968
2543,0,0.770880
2543,0,0.769885
2543,0,0.760085
2543,0,0.762207
2543,0,0.759148
2543,0,0.752692
2543,0,0.756308
2543,0,0.755543
2543,0,0.752518
2543,0,0.750820
2543,0,0.751620
2543,0,0.758905
2543,0,0.763308
2543,0,0.774293
2543,0,0.772396
2543,0,0.764524
2543,0,0.758860
2543,0,0.755209
2543,0,0.749487
2543,0,0.748235
2543,0,0.749356
2543,0,0.749108
2543,0,0.749590
2543,0,0.750281
2543,0,0.750002
2543,0,0.749870
2543,0,0.753458
2543,0,0.749282
2543,0,0.749140
2543,0,0.756232
2543,0,0.749902
2543,0,0.747695
2543,0,0.749187
2543,0,0.749147
2543,0,0.756629
2543,0,0.749177
2543,0,0.749413
2543,0,0.749853
2543,0,0.754977
2543,0,0.750207
2543,0,0.751060
2543,0,0.751202
2543,0,0.750824
2543,0,0.757509
2543,0,0.747965
