76170,15099,0.220159
43945,10886,0.233228
32319,9087,0.261960
25799,7742,0.295656
21296,6704,0.324661
18117,5976,0.342907
16072,5413,0.399623
14412,5015,0.390564
12661,4602,0.455417
11405,4222,0.440777
10693,3992,0.399031
9976,3787,0.433610
9346,3623,0.511238
8835,3451,0.705544
8455,3358,0.607571
8106,3244,0.659364
7629,3086,0.600536
7360,2992,0.680301
7194,2958,0.661663
6956,2870,0.565474
6758,2824,0.811296
6708,2748,0.853992
6569,2702,0.678599
6318,2634,1.186160
6225,2584,0.930487
6181,2539,1.006042
6046,2513,0.846244
5936,2463,0.786016
5903,2431,0.954285
5827,2431,1.342331
5720,2374,1.186889
5624,2356,0.873968
5608,2319,1.078127
5543,2286,1.061949
5517,2267,1.233344
5490,2256,1.066141
5417,2232,1.556895
5324,2214,1.537250
5252,2168,1.553586
5213,2140,1.525589
5186,2109,1.577537
5128,2035,1.653765
5142,2045,1.970690
5089,1999,2.039137
5037,1982,1.981786
5011,1949,1.982669
4951,1900,1.979391
4944,1884,1.982816
4939,1878,2.053097
4892,1824,2.037422
4829,1810,2.030803
4818,1781,2.021336
4808,1768,2.017984
4759,1726,2.004709
4721,1717,1.996615
4756,1684,1.993608
4686,1679,1.980945
4679,1652,1.982202
4662,1636,1.984685
4608,1610,1.989890
4576,1573,1.967233
4493,1561,2.065978
4464,1532,2.018112
4459,1491,2.016301
4439,1440,2.026983
4426,1422,2.028711
4411,1380,2.038083
4419,1346,2.028330
4394,1310,2.025658
4362,1277,2.022737
4355,1240,2.014770
4364,1224,2.127783
4349,1171,2.185153
4346,1175,2.174266
4337,1155,2.237439
4316,1118,2.249511
4311,1085,2.271521
4310,1070,2.258038
4309,1057,2.257711
4274,1003,2.255310
4285,982,2.261503
4271,939,2.268646
4261,925,2.270723
4234,864,2.390589
4249,863,2.407865
4231,836,2.404989
4206,796,2.411093
4186,756,2.411661
4172,741,2.411042
4165,735,2.421760
4140,711,2.428798
4144,698,2.430423
4138,683,2.435253
4137,667,2.437008
4111,664,2.448630
4101,651,2.444985
4098,635,2.475490
4097,623,2.348717
4080,603,2.466442
4055,566,2.488617
4069,560,2.497466
4038,540,2.487937
4038,520,2.493475
4019,502,2.501249
3976,481,2.502207
3975,449,2.503392
3967,415,2.514706
3963,377,2.520881
3952,344,2.523495
3943,313,2.526932
3943,271,2.544752
3929,234,2.547195
3933,222,2.549489
3918,184,2.566267
3909,143,2.602691
3910,120,2.455019
3907,86,2.507796
3900,60,2.456675
3895,41,2.470371
3893,29,2.466657
3890,11,2.461249
3890,0,2.455708
3890,0,2.601504
3890,0,2.586950
3890,0,2.529995
3890,0,2.572514
3890,0,2.582485
3890,0,2.587064
