88903,19409,0.209185
52251,12805,0.231839
37107,10106,0.261853
29121,8435,0.298083
23862,7328,0.323837
20459,6658,0.355552
17875,5955,0.394089
15743,5404,0.388031
14286,5058,0.436836
12882,4677,0.419048
11936,4435,0.484026
11042,4136,0.564616
10310,3912,0.573342
9661,3760,0.550629
9347,3643,0.577299
8852,3508,0.596722
8388,3281,0.717104
8221,3264,0.692302
7900,3166,0.689997
7701,3101,0.845257
7477,3055,0.750211
7141,2897,0.944330
7029,2871,0.990149
6897,2811,0.807646
6702,2723,0.860116
6597,2650,0.940454
6432,2614,0.991729
6269,2563,0.967903
6353,2556,1.127582
6082,2554,1.100748
6095,2477,1.041729
5886,2364,0.910323
5813,2382,1.257084
5735,2323,1.303665
5717,2284,1.059003
5570,2269,0.869538
5545,2178,1.271858
5475,2174,1.401976
5397,2118,1.409988
5380,2099,1.402515
5347,2104,1.435313
5246,2028,1.463087
5180,2006,1.187504
5127,1968,1.768089
5132,1946,1.937486
5051,1887,2.013392
5066,1852,2.051920
4935,1860,1.578360
4926,1842,2.075378
4952,1777,1.888795
4881,1746,2.183701
4916,1723,1.714637
4853,1687,1.592505
4818,1684,2.097916
4759,1628,1.982639
4762,1611,2.009901
4660,1542,2.242129
4653,1520,2.175383
4632,1485,2.008301
4620,1443,2.081616
4587,1469,2.190249
4567,1457,1.983997
4562,1418,2.024716
4536,1360,2.173898
4450,1349,2.214809
4468,1285,2.352231
4432,1285,2.318236
4435,1253,2.314437
4454,1234,2.052343
4411,1210,2.218809
4350,1170,2.423538
4336,1133,2.263819
4344,1123,2.317050
4331,1103,2.325911
4338,1056,2.287778
4295,1054,2.324997
4260,1031,2.371690
4271,975,2.390697
4243,956,2.433170
4237,911,2.397623
4252,908,2.355756
4199,865,2.406478
4200,848,2.386086
4185,829,2.553127
4194,816,2.583723
4135,753,2.463903
4162,745,2.510874
4161,730,2.490522
4106,693,2.577031
4120,682,2.485826
4125,661,2.501631
4084,623,2.512290
4085,582,2.553141
4068,591,2.518088
4054,567,2.502606
4037,526,2.608494
4036,537,2.520173
4023,492,2.484185
4016,480,2.497549
4011,449,2.539919
3999,417,2.534872
3989,385,2.536153
3975,379,2.556031
3973,349,2.529363
3965,329,2.535869
3953,278,2.545748
3944,286,2.544208
3951,248,2.558241
3938,231,2.620857
3933,215,2.571376
3931,210,2.566922
3928,176,2.568909
3920,181,2.580768
3923,141,2.576228
3907,128,2.585839
3905,94,2.577583
3899,90,2.594761
3899,65,2.594464
3892,41,2.590461
3891,27,2.597721
3891,11,2.597456
3890,0,2.602444
3890,0,2.598152
3890,0,2.597893
3890,0,2.597404
3890,0,2.597376
3890,0,2.592053
3890,0,2.601028
